"Year
","Week
","From
","To
","ILI consultation rate (per 1,000 consultations)",,Laboratory surveillance,,,,,,,,No. of ILI outbreaks in schools/institutions,,"Admission rates in public hospitals with principal diagnosis of influenza (per 10,000 people in the age group)",,,,,,,"ILI syndrome group in AED of public hospitals (per 1,000 coded cases)",Percentage of children at sentinel KG/CCC having fever,Percentage of residents at sentinel RCHE having fever,"ILI consultation rate at sentinel CMP (per 1,000 consultations)","Weekly number of severe influenza cases by age groups*
",,,
,,,,Sentinel GOPC^,Sentinel PMP,No. of positive detections of seasonal influenza viruses,,,,Positive% for influenza among all respiratory specimens,,,,"Schools (KG/CCC, PS and SS)",Institutions other than schools,0-5 years,6-11 years,12-17 years,18-49 years,50-64 years,65 years or above,All ages,,,,,0-17 years,18-49 years,50-64 years,65 years or above
,,,,,,A(H1),A(H3),B,All infleunza A and B viruses,A(H1),A(H3),B,All infleunza A and B viruses,,,,,,,,,,,,,,,,,
2021,14,3/28/2021,4/3/2021,0.4,11.0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,96,0.07%,0.10%,0.43,0,0,0,0
2021,15,4/4/2021,4/10/2021,0.3,8.5,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,83.7,0.11%,0.09%,1.15,0,0,0,0
2021,16,4/11/2021,4/17/2021,0.5,10.9,0,1,0,1,0.00%,0.02%,0.00%,0.02%,0,1,0,0,0,0,0,0,0,93,0.07%,0.08%,1.10,0,0,0,0
2021,17,4/18/2021,4/24/2021,0.7,8.6,0,0,1,1,0.00%,0.00%,0.03%,0.03%,1,0,0,0,0,0.003,0,0,0.001,98,0.09%,0.10%,1.05,0,0,0,0
2021,18,4/25/2021,5/1/2021,0.5,10.7,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3,0,0,0,0,0,0,0,0,96.1,0.13%,0.09%,1.21,0,0,0,0
2021,19,5/2/2021,5/8/2021,0.3,14.4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,5,0,0,0,0,0,0,0,0,103.5,0.18%,0.10%,1.08,0,0,0,0
2021,20,5/9/2021,5/15/2021,0.6,20.3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,4,0,0,0,0,0,0,0.007,0.001,102.8,0.18%,0.08%,1.11,0,0,0,0
2021,21,5/16/2021,5/22/2021,0.7,10.8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,2,0,0,0,0,0,0,0,0,102.9,0.23%,0.12%,1.03,0,0,0,0
2021,22,5/23/2021,5/29/2021,0.7,11.4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0.007,0.001,92.8,0.13%,0.10%,1.22,0,0,0,0
2021,23,5/30/2021,6/5/2021,0.4,11.3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,92.1,0.16%,0.07%,1.05,0,0,0,0
2021,24,6/6/2021,6/12/2021,0.6,6.9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,92.2,0.18%,0.10%,1.33,0,0,0,0
2021,25,6/13/2021,6/19/2021,0.7,8.6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,92.7,0.13%,0.10%,1.11,0,0,0,0
2021,26,6/20/2021,6/26/2021,0.5,7.3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,88.4,0.11%,0.09%,1.21,0,0,0,0
2021,27,6/27/2021,7/3/2021,0.3,11.1,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,91.8,0.08%,0.09%,1.11,0,0,0,0
2021,28,7/4/2021,7/10/2021,0.3,10.5,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0.007,0.001,85.6,0.09%,0.08%,0.72,0,0,0,0
2021,29,7/11/2021,7/17/2021,0.5,10.8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,87.5,0.12%,0.09%,0.84,0,0,0,0
2021,30,7/18/2021,7/24/2021,0.5,10.1,0,0,1,1,0.00%,0.00%,0.08%,0.08%,,,0.036,0.028,0,0,0,0,0.003,80.9,0.05%,0.04%,0.96,0,0,0,0
2021,31,7/25/2021,7/31/2021,0.5,6.4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,82.3,Temporarily suspended,0.06%,0.85,0,0,0,0
2021,32,8/1/2021,8/7/2021,0.6,9.2,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,82.2,Temporarily suspended,0.06%,0.96,0,0,0,0
2021,33,8/8/2021,8/14/2021,0.4,6.7,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,77.1,0.08%,0.07%,0.91,0,0,0,0
2021,34,8/15/2021,8/21/2021,0.8,6.9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0.007,0.001,82.5,0.13%,0.08%,0.88,0,0,0,0
2021,35,8/22/2021,8/28/2021,0.3,10.5,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,83,Temporarily suspended,0.08%,0.94,0,0,0,0
2021,36,8/29/2021,9/4/2021,0.5,10.9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,83,0.09%,0.10%,0.82,0,0,0,0
2021,37,9/5/2021,9/11/2021,0.4,14.4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0.007,0.001,87.9,0.14%,0.10%,0.32,0,0,0,0
2021,38,9/12/2021,9/18/2021,0.4,20.3,0,0,1,1,0.00%,0.00%,0.07%,0.07%,,,0,0,0,0.003,0,0.007,0.003,94.4,0.23%,0.08%,0.68,0,0,0,0
2021,39,9/19/2021,9/25/2021,0.5,25.2,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,104.9,0.32%,0.07%,0.74,0,0,0,0
2021,40,9/26/2021,10/2/2021,0.5,26.6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0,0,0,0,0,0,0,113.6,0.29%,0.07%,0.73,0,0,0,0
2021,41,10/3/2021,10/9/2021,0.3,18.9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,2,1,0.036,0,0,0,0,0,0.001,106.9,0.27%,0.07%,0.64,0,0,0,0
2021,42,10/10/2021,10/16/2021,0.3,16.8,2,2,2,6,0.15%,0.15%,0.15%,0.46%,,,0,0,0,0,0,0,0,98.5,Temporarily suspended,0.09%,0.97,0,0,0,0
2021,43,10/17/2021,10/23/2021,0.4,13.4,0,1,4,5,0.00%,0.08%,0.31%,0.39%,,,0.036,0,0,0,0,0,0.001,94.3,0.27%,0.08%,0.66,0,0,0,0
2021,44,10/24/2021,10/30/2021,0.7,19.4,2,2,5,9,0.15%,0.15%,0.38%,0.68%,2,0,0,0,0,0,0,0,0,102.8,0.20%,0.09%,0.88,0,0,0,0
2021,45,10/31/2021,11/6/2021,0.9,9.6,1,2,3,6,0.07%,0.15%,0.22%,0.44%,2,0,0.036,0,0,0,0,0.007,0.003,106,0.34%,0.09%,0.94,0,0,0,0
2021,46,11/7/2021,11/13/2021,0.6,16.0,2,2,4,8,0.15%,0.15%,0.31%,0.62%,1,0,0,0,0,0,0,0,0,107.1,0.39%,0.12%,0.96,0,0,0,0
2021,47,11/14/2021,11/20/2021,0.9,19.2,0,3,2,5,0.00%,0.20%,0.14%,0.34%,2,0,0,0,0,0,0,0,0,112.3,0.36%,0.09%,0.72,0,0,0,0
2021,48,11/21/2021,11/27/2021,1.1,21.0,1,3,4,8,0.07%,0.21%,0.28%,0.56%,1,0,0,0,0,0,0,0,0,107.3,0.36%,0.10%,0.76,0,0,0,0
2021,49,11/28/2021,12/4/2021,0.8,23.2,1,2,3,6,0.07%,0.14%,0.20%,0.41%,,,0,0,0,0,0,0,0,110.9,0.31%,0.09%,0.77,0,0,0,0
2021,50,12/5/2021,12/11/2021,0.9,25.6,0,0,4,4,0.00%,0.00%,0.26%,0.26%,,,0,0,0,0.003,0,0,0.001,104.6,0.32%,0.09%,1.02,0,0,0,0
2021,51,12/12/2021,12/18/2021,0.8,27.1,0,1,1,2,0.00%,0.07%,0.07%,0.13%,,,0.036,0,0,0,0,0.007,0.003,104.8,0.36%,0.08%,0.51,0,0,0,0
2021,52,12/19/2021,12/25/2021,0.7,18.6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,100.5,Temporarily suspended,0.06%,0.39,0,0,0,0
2022,1,12/26/2021,1/1/2022,0.7,25.9,0,0,2,2,0.00%,0.00%,0.14%,0.14%,,,0,0,0,0,0,0,0,99.7,Temporarily suspended,0.09%,1.09,0,0,0,0
2022,2,1/2/2022,1/8/2022,0.5,12.3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,110.1,0.25%,0.07%,1.15,0,0,0,0
2022,3,1/9/2022,1/15/2022,0.7,13.3,0,0,1,1,0.00%,0.00%,0.07%,0.07%,,,0,0.029,0,0,0,0,0.001,102.4,0.27%,0.09%,0.84,0,0,0,0
2022,4,1/16/2022,1/22/2022,0.6,13.4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,90.3,Temporarily suspended,0.09%,1.06,0,0,0,0
2022,5,1/23/2022,1/29/2022,0.6,8.0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,98.8,Temporarily suspended,0.07%,0.00,0,0,0,0
2022,6,1/30/2022,2/5/2022,0.6,13.9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,94,Temporarily suspended,0.08%,0.33,0,0,0,0
2022,7,2/6/2022,2/12/2022,1.1,15.0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,198.5,Temporarily suspended,0.06%,0.77,0,0,0,0
2022,8,2/13/2022,2/19/2022,2.0,14.1,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,303.4,Temporarily suspended,0.22%,0.72,0,0,0,0
2022,9,2/20/2022,2/26/2022,2.1,20.8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,327,Temporarily suspended,0.75%,0.84,0,0,0,0
2022,10,2/27/2022,3/5/2022,3.6,14.2,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,238,Temporarily suspended,1.41%,1.61,0,0,0,0
2022,11,3/6/2022,3/12/2022,3.1,17.3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,171.7,Temporarily suspended,0.94%,0.91,0,0,0,0
2022,12,3/13/2022,3/19/2022,0.4,17.2,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,134.8,Temporarily suspended,0.72%,0.40,0,0,0,0
2022,13,3/20/2022,3/26/2022,0.3,12.7,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,109.2,Temporarily suspended,0.26%,0.71,0,0,0,0
2022,14,3/27/2022,4/2/2022,0.2,9.8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,101.3,Temporarily suspended,0.16%,0.51,0,0,0,0
2022,15,4/3/2022,4/9/2022,0.2,12.7,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,84.8,Temporarily suspended,0.17%,0.63,0,0,0,0
2022,16,4/10/2022,4/16/2022,0.1,9.2,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,78.4,Temporarily suspended,0.15%,0.28,0,0,0,0
2022,17,4/17/2022,4/23/2022,0.1,7.8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,65,Temporarily suspended,0.08%,0.64,0,0,0,0
2022,18,4/24/2022,4/30/2022,0.3,7.7,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,66.7,Temporarily suspended,0.11%,0.20,0,0,0,0
2022,19,5/1/2022,5/7/2022,0.3,8.4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,60.4,0.05%,0.11%,0.15,0,0,0,0
2022,20,5/8/2022,5/14/2022,0.4,8.1,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,62.7,0.03%,0.08%,0.40,0,0,0,0
2022,21,5/15/2022,5/21/2022,0.3,5.6,0,2,0,2,0.00%,0.20%,0.00%,0.20%,,,0,0,0,0,0,0,0,60.2,0.08%,0.06%,0.47,0,0,0,0
2022,22,5/22/2022,5/28/2022,0.3,7.5,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,61,0.07%,0.07%,0.51,0,0,0,0
2022,23,5/29/2022,6/4/2022,0.4,6.8,0,0,2,2,0.00%,0.00%,0.18%,0.18%,,,0,0,0,0,0,0,0,64.9,0.09%,0.06%,0.41,0,0,0,0
2022,24,6/5/2022,6/11/2022,0.5,11.4,0,2,0,2,0.00%,0.15%,0.00%,0.15%,,,0,0.029,0,0,0,0.007,0.003,69.8,0.17%,0.04%,0.42,0,0,0,0
2022,25,6/12/2022,6/18/2022,1.0,16.5,0,6,3,9,0.00%,0.43%,0.22%,0.65%,,,0.113,0,0,0,0,0,0.004,79.1,0.34%,0.06%,0.25,0,0,0,0
2022,26,6/19/2022,6/25/2022,0.7,23.7,0,5,0,5,0.00%,0.32%,0.00%,0.32%,1,0,0.038,0,0,0,0,0,0.001,92.3,0.45%,0.09%,0.53,0,0,0,0
2022,27,6/26/2022,7/2/2022,1.0,18.0,0,3,0,3,0.00%,0.22%,0.00%,0.22%,,,0,0,0,0,0,0,0,96.5,0.35%,0.06%,0.24,0,0,0,0
2022,28,7/3/2022,7/9/2022,0.4,9.7,0,1,0,1,0.00%,0.06%,0.00%,0.06%,,,0,0,0,0,0,0,0,83.2,0.18%,0.07%,0.44,0,0,0,0
2022,29,7/10/2022,7/16/2022,0.6,10.6,0,3,0,3,0.00%,0.21%,0.00%,0.21%,,,0,0,0,0,0,0,0,85.2,0.17%,0.08%,0.62,0,0,0,0
2022,30,7/17/2022,7/23/2022,0.4,9.6,0,1,0,1,0.00%,0.07%,0.00%,0.07%,,,0,0,0,0,0,0,0,84.2,0.16%,0.08%,0.52,0,0,0,0
2022,31,7/24/2022,7/30/2022,0.5,10.3,0,2,0,2,0.00%,0.13%,0.00%,0.13%,,,0,0,0,0,0,0.007,0.001,83.9,0.12%,0.09%,0.35,0,0,1,0
2022,32,7/31/2022,8/6/2022,0.7,7.2,1,0,0,1,0.06%,0.00%,0.00%,0.06%,,,0.038,0,0,0,0,0,0.001,80.1,0.15%,0.10%,0.36,0,0,0,0
2022,33,8/7/2022,8/13/2022,0.3,9.4,0,3,1,4,0.00%,0.18%,0.06%,0.25%,,,0,0,0,0.003,0,0,0.001,80.5,0.16%,0.06%,0.36,0,0,0,0
2022,34,8/14/2022,8/20/2022,0.5,10.3,0,2,0,2,0.00%,0.11%,0.00%,0.11%,,,0,0,0,0.003,0,0.007,0.003,90.5,0.20%,0.08%,0.68,0,0,0,0
2022,35,8/21/2022,8/27/2022,0.4,11.4,0,2,0,2,0.00%,0.11%,0.00%,0.11%,,,0,0.029,0,0,0,0,0.001,96.3,Temporarily suspended,0.10%,0.35,0,0,0,0
2022,36,8/28/2022,9/3/2022,0.6,15.0,1,0,0,1,0.05%,0.00%,0.00%,0.05%,,,0,0,0,0,0,0,0,95.9,0.10%,0.11%,0.32,0,0,0,0
2022,37,9/4/2022,9/10/2022,0.6,20.1,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,102.4,0.25%,0.12%,0.00,0,0,0,0
2022,38,9/11/2022,9/17/2022,0.3,13.7,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,96.7,0.40%,0.10%,0.58,0,0,0,0
2022,39,9/18/2022,9/24/2022,0.3,16.1,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,0,0,0,0,0,0,0,84.8,0.29%,0.08%,0.53,0,0,0,0
2022,40,9/25/2022,10/1/2022,0.4,24.6,0,0,1,1,0.00%,0.00%,0.06%,0.06%,,,0,0,0,0,0,0,0,81.2,0.26%,0.09%,0.62,0,0,0,0
2022,41,10/2/2022,10/8/2022,0.3,19.4,0,2,0,2,0.00%,0.12%,0.00%,0.12%,,,0.038,0,0,0,0,0,0.001,89.5,0.36%,0.08%,0.26,0,0,0,0
2022,42,10/9/2022,10/15/2022,0.8,11.9,0,3,2,5,0.00%,0.16%,0.11%,0.27%,,,0,0,0,0,0,0,0,92.8,0.29%,0.08%,0.08,0,0,0,0
2022,43,10/16/2022,10/22/2022,0.7,18.2,0,0,1,1,0.00%,0.00%,0.06%,0.06%,,,0,0,0,0,0,0,0,92.1,0.28%,0.11%,0.39,0,0,0,0
2022,44,10/23/2022,10/29/2022,0.7,15.8,3,4,4,11,0.18%,0.23%,0.23%,0.64%,,,0,0,0,0,0,0,0,86.2,0.32%,0.09%,0.64,0,0,0,0
2022,45,10/30/2022,11/5/2022,0.6,17.7,0,8,4,12,0.00%,0.50%,0.25%,0.75%,,,0.075,0.058,0.031,0,0,0,0.007,84.1,Temporarily suspended,0.06%,0.39,0,0,0,0
2022,46,11/6/2022,11/12/2022,0.8,13.8,0,9,6,15,0.00%,0.56%,0.38%,0.94%,,,0.113,0,0,0,0,0,0.004,87.1,0.20%,0.09%,0.43,0,0,0,0
2022,47,11/13/2022,11/19/2022,0.6,19.8,2,15,0,17,0.11%,0.84%,0.00%,0.95%,,,0.075,0,0.031,0,0,0,0.004,91.4,0.39%,0.11%,0.26,0,0,0,0
2022,48,11/20/2022,11/26/2022,0.5,20.1,0,11,3,14,0.00%,0.63%,0.17%,0.80%,,,0.075,0,0,0,0,0,0.003,93.8,0.38%,0.07%,0.63,0,0,0,0
2022,49,11/27/2022,12/3/2022,0.6,13.3,4,5,4,13,0.22%,0.28%,0.22%,0.72%,,,0.075,0,0,0.003,0,0,0.004,98.9,0.42%,0.08%,0.32,1,0,0,0
2022,50,12/4/2022,12/10/2022,0.6,29.1,0,9,1,10,0.00%,0.47%,0.05%,0.52%,,,0.151,0,0,0,0,0.007,0.007,106.6,0.53%,0.12%,0.54,0,0,0,1
2022,51,12/11/2022,12/17/2022,0.3,30.4,2,1,0,3,0.10%,0.05%,0.00%,0.15%,,,0,0,0,0,0,0,0,108.9,0.53%,0.29%,0.58,1,0,0,0
2022,52,12/18/2022,12/24/2022,0.6,38.7,3,11,7,21,0.11%,0.39%,0.25%,0.75%,,,0.075,0,0.031,0,0,0.013,0.007,113.9,0.63%,0.18%,0.65,0,0,0,0
2022,53,12/25/2022,12/31/2022,0.3,9.9,10,24,4,38,0.16%,0.38%,0.06%,0.61%,,,0.113,0.086,0.031,0.01,0,0.013,0.016,121.9,Temporarily suspended,0.21%,1.09,0,1,1,1
2023,1,1/1/2023,1/7/2023,0.5,18.0,4,33,3,40,0.07%,0.55%,0.05%,0.66%,,,0.198,0,0.028,0.01,0,0.018,0.016,111.4,0.44%,0.13%,0.86,0,0,0,0
2023,2,1/8/2023,1/14/2023,0.9,24.4,4,41,6,51,0.06%,0.57%,0.08%,0.70%,,,0.119,0.057,0.056,0.01,0,0.018,0.017,101.7,0.38%,0.12%,0.76,1,0,0,0
2023,3,1/15/2023,1/21/2023,0.3,15.4,1,39,3,43,0.02%,0.64%,0.05%,0.71%,,,0.159,0,0.028,0.003,0,0.037,0.016,93.3,0.31%,0.04%,0.59,0,1,0,0
2023,4,1/22/2023,1/28/2023,1.2,16.9,1,44,6,51,0.02%,0.94%,0.13%,1.09%,,,0.277,0.029,0,0.013,0.006,0.037,0.025,104.7,Temporarily suspended,0.07%,0.63,0,0,0,0
2023,5,1/29/2023,2/4/2023,0.8,26.7,12,58,2,72,0.22%,1.04%,0.04%,1.29%,0,1,0.357,0.057,0.056,0.013,0.027,0.031,0.036,98.2,0.49%,0.09%,0.79,0,0,0,2
2023,6,2/5/2023,2/11/2023,0.7,32.4,3,36,7,46,0.06%,0.67%,0.13%,0.85%,1,0,0.317,0.143,0.028,0.003,0,0.006,0.021,94.9,0.63%,0.09%,0.67,0,0,0,0
2023,7,2/12/2023,2/18/2023,1.2,30.6,6,48,6,60,0.12%,0.93%,0.12%,1.16%,0,1,0.277,0.143,0.084,0.013,0,0.012,0.028,94.5,1.04%,0.08%,0.30,0,0,0,0
2023,8,2/19/2023,2/25/2023,0.8,25.7,7,19,6,32,0.14%,0.37%,0.12%,0.63%,2,0,0.159,0.029,0,0.006,0,0.018,0.013,99.6,0.71%,0.06%,0.77,0,0,0,1
2023,9,2/26/2023,3/4/2023,1.3,20.9,19,14,1,34,0.42%,0.31%,0.02%,0.75%,1,0,0.198,0.029,0.028,0.003,0.006,0.006,0.013,103.1,0.87%,0.03%,0.62,0,0,0,0
2023,10,3/5/2023,3/11/2023,1.5,31.1,59,23,1,83,1.20%,0.47%,0.02%,1.69%,1,0,0.277,0.143,0.111,0.016,0.006,0.037,0.037,113.2,0.91%,0.08%,0.59,0,1,0,0
2023,11,3/12/2023,3/18/2023,1.3,30.7,148,34,3,185,2.84%,0.65%,0.06%,3.55%,2,0,0.476,0.257,0.028,0.029,0.071,0.158,0.093,127.6,0.98%,0.07%,0.57,0,2,4,2
2023,12,3/19/2023,3/25/2023,1.5,28.5,277,72,9,358,4.75%,1.23%,0.15%,6.14%,0,1,0.991,0.543,0.223,0.09,0.131,0.231,0.188,131.3,0.75%,0.08%,0.52,0,0,2,0
2023,13,3/26/2023,4/1/2023,1.7,42.0,499,132,10,641,8.09%,2.14%,0.16%,10.39%,6,6,1.823,0.743,0.223,0.145,0.192,0.451,0.311,147.4,1.12%,0.14%,0.29,0,0,1,4
2023,14,4/2/2023,4/8/2023,1.4,31.0,844,186,1,1031,11.79%,2.60%,0.01%,14.41%,1,7,2.775,0.972,0.39,0.2,0.405,0.999,0.555,170.6,Temporarily suspended,0.12%,0.42,1,4,7,15
2023,15,4/9/2023,4/15/2023,3.0,48.5,1668,343,4,2015,14.45%,2.97%,0.03%,17.45%,0,8,5.985,1.829,0.529,0.348,0.646,2.284,1.108,189.6,1.14%,0.17%,1.28,0,7,8,32
2023,16,4/16/2023,4/22/2023,3.3,45.0,1117,231,5,1352,15.04%,3.11%,0.07%,18.20%,10,13,6.421,2.629,0.696,0.299,0.668,2.132,1.12,178.3,0.79%,0.14%,0.28,0,3,11,34
2023,17,4/23/2023,4/29/2023,5.2,49.3,982,238,5,1242,11.67%,2.83%,0.06%,14.76%,44,12,5.509,2.258,0.78,0.229,0.624,1.919,0.99,182.8,1.04%,0.14%,0.88,1,5,6,34
2023,18,4/30/2023,5/6/2023,3.8,56.8,613,212,3,860,7.05%,2.44%,0.03%,9.89%,16,8,3.448,1.057,0.501,0.126,0.252,1.395,0.605,176.6,1.18%,0.23%,1.21,1,3,9,35
2023,19,5/7/2023,5/13/2023,3.4,45.5,411,158,0,596,4.41%,1.70%,0.00%,6.40%,14,11,2.616,1.086,0.445,0.087,0.186,0.908,0.438,161.3,1.14%,0.27%,1.32,0,1,6,24
2023,20,5/14/2023,5/20/2023,3.1,41.6,237,100,0,353,2.57%,1.08%,0.00%,3.83%,9,1,1.268,0.629,0.111,0.052,0.121,0.615,0.261,148.2,1.12%,0.19%,1.79,0,1,3,26
2023,21,5/21/2023,5/27/2023,2.3,35.7,111,78,3,198,1.24%,0.87%,0.03%,2.21%,8,1,1.189,0.172,0.139,0.045,0.044,0.305,0.15,144.2,1.10%,0.14%,1.04,0,1,1,21
2023,22,5/28/2023,6/3/2023,2.0,45.8,61,84,1,148,0.77%,1.06%,0.01%,1.87%,5,0,0.634,0.257,0.028,0.052,0.033,0.183,0.104,140.8,1.02%,0.19%,0.86,0,0,3,11
2023,23,6/4/2023,6/10/2023,1.9,27.7,34,47,0,86,0.61%,0.84%,0.00%,1.53%,1,3,0.753,0.114,0.056,0.029,0.033,0.079,0.07,128.1,1.10%,0.21%,1.18,0,1,3,12
2023,24,6/11/2023,6/17/2023,2.1,35.9,36,70,1,111,0.60%,1.17%,0.02%,1.85%,1,2,0.595,0.229,0.056,0.032,0.022,0.146,0.084,128.7,0.89%,0.15%,1.04,0,0,0,11
2023,25,6/18/2023,6/24/2023,2.2,39.2,45,91,1,140,0.85%,1.72%,0.02%,2.65%,2,0,0.713,0.457,0.084,0.042,0.044,0.183,0.117,139.1,1.14%,0.11%,1.08,0,2,0,4
2023,26,6/25/2023,7/1/2023,2.1,32.3,46,130,0,179,0.80%,2.27%,0.00%,3.13%,1,1,1.07,0.6,0.167,0.048,0.033,0.231,0.15,147.5,1.30%,0.10%,0.68,0,0,0,5
2023,27,7/2/2023,7/8/2023,2.6,33.4,70,252,1,323,1.24%,4.46%,0.02%,5.71%,3,4,1.546,0.772,0.251,0.077,0.066,0.475,0.251,151.3,1.20%,0.09%,0.65,0,2,4,5
2023,28,7/9/2023,7/15/2023,3.2,24.7,101,328,10,443,1.76%,5.70%,0.17%,7.70%,1,6,2.18,1.458,0.64,0.071,0.099,0.615,0.358,155.6,1.09%,0.08%,0.76,2,0,2,6
2023,29,7/16/2023,7/22/2023,2.3,33.9,69,445,4,524,1.13%,7.28%,0.07%,8.57%,0,8,2.695,1.086,0.557,0.064,0.104,0.603,0.35,161.4,1.39%,0.16%,0.69,0,1,5,9
2023,30,23/07/2023,29/07/2023,3.1,29.2,50,469,5,529,0.82%,7.66%,0.08%,8.64%,0,5,2.616,0.657,0.362,0.113,0.126,0.895,0.407,155.4,Temporarily suspended,0.14%,0.46,1,1,1,12
2023,31,7/30/2023,8/5/2023,3,10.4,48,432,11,492,0.81%,7.30%,0.19%,8.31%,2,7,2.259,0.657,0.278,0.09,0.137,0.883,0.382,143.2,Temporarily suspended,0.12%,0.74,0,1,5,12
2023,32,8/6/2023,8/12/2023,3.8,14.0,69,447,12,535,1.12%,7.26%,0.19%,8.69%,0,6,2.893,0.943,0.251,0.084,0.121,0.755,0.381,143.2,0.79%,0.08%,0.38,1,3,1,20
2023,33,8/13/2023,8/19/2023,4.2,32.8,85,525,12,626,1.33%,8.24%,0.19%,9.83%,2,5,2.893,1.658,0.64,0.171,0.159,0.853,0.499,153.8,0.73%,0.10%,0.8,0,6,4,12
2023,34,8/20/2023,8/26/2023,5.6,56.5,110,553,22,690,1.69%,8.49%,0.34%,10.60%,3,7,3.765,1.086,0.835,0.18,0.246,1.072,0.584,159.8,Temporarily suspended,0.11%,0.68,2,3,0,12
2023,35,27/08/2023,02/09/2023,7.4,42.1,83,610,17,713,1.51%,11.09%,0.31%,12.96%,3,6,3.567,1.658,0.64,0.267,0.225,1.297,0.674,191.5,Temporarily suspended,0.17%,0.82,0,0,1,23
2023,36,9/3/2023,9/9/2023,4.3,47.7,87,895,13,1002,1.11%,11.42%,0.17%,12.79%,2,3,4.558,1.601,0.613,0.216,0.164,1.23,0.653,169.3,0.83%,0.13%,0.27,2,2,2,19
2023,37,10/09/2023,16/09/2023,5,52.6,76,770,23,870,1.01%,10.26%,0.31%,11.59%,36,12,3.765,1.601,0.807,0.206,0.236,1.358,0.677,176.5,0.89%,0.15%,0.91,2,3,3,25
2023,38,9/17/2023,9/23/2023,10.1,88.4,138,867,24,1039,1.80%,11.29%,0.31%,13.53%,81,10,4.994,2.629,1.336,0.177,0.296,1.632,0.853,193.8,1.57%,0.21%,1.16,3,3,10,23
